方法,资料,企业编号,来源组,余额走势,预测日期,预测内容,实际余额_cny,预测余额_cny,预测下限_cny,预测上限_cny,绝对误差_cny,实际余额是否落在范围内,范围宽度占预测日余额比例,漏出范围扣分
余额保持法,每天余额收入支出,business_102_a1_s_abundant_t09,F-SHAPE-A1-S-09,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1725552.5713333334,1802634.32,1205443.2689301467,2399825.371069853,77081.74866666668,1,0.66257592507154,0.66257592507154
余额保持法,每天余额收入支出,business_102_a1_s_abundant_t10,F-SHAPE-A1-S-10,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1599206.17,1601252.51,1546412.4160817699,1656092.6039182302,2046.3400000000838,1,0.06849649705558326,0.06849649705558326
余额保持法,每天余额收入支出,business_102_a1_s_abundant_t10,F-SHAPE-A1-S-10,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1680389.765,1601252.51,1251472.9966147512,1951032.0233852488,79137.25499999989,1,0.43688239200355583,0.43688239200355583
余额保持法,每天余额收入支出,business_102_a1_s_abundant_t10,F-SHAPE-A1-S-10,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1958517.9303333333,1601252.51,1070776.828456812,2131728.191543188,357265.4203333333,1,0.6625759250715403,0.6625759250715403
余额保持法,每天余额收入支出,business_102_a1_s_tight_t03,F-TM6-A1-03,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,250777.23,251288.18,217039.93147220832,285536.42852779164,510.94999999998254,1,0.06849649705558332,0.06849649705558332
余额保持法,每天余额收入支出,business_102_a1_s_tight_t03,F-TM6-A1-03,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,233456.53900000002,251288.18,32846.983998222044,469729.37600177794,17831.640999999974,1,0.4368823920035559,0.4368823920035559
余额保持法,每天余额收入支出,business_102_a1_s_tight_t03,F-TM6-A1-03,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,272442.012,251288.18,-79999.7825357701,582576.1425357701,21153.831999999995,1,0.6625759250715402,0.6625759250715402
余额保持法,每天余额收入支出,business_102_a1_s_tight_t04,F-TM6-A1-04,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,155049.09,155049.09,120800.84147220833,189297.33852779167,0.0,1,0.06849649705558335,0.06849649705558335
余额保持法,每天余额收入支出,business_102_a1_s_tight_t04,F-TM6-A1-04,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,207579.537,155049.09,-63392.10600177795,373490.286001778,52530.447000000015,1,0.4368823920035559,0.4368823920035559
余额保持法,每天余额收入支出,business_102_a1_s_tight_t04,F-TM6-A1-04,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,264717.658,155049.09,-176238.8725357701,486337.0525357701,109668.568,1,0.6625759250715402,0.6625759250715402
余额保持法,每天余额收入支出,business_102_a2_l_abundant_t07,F-SHAPE-A2-L-07,长期波动或平稳,2025-05-12,下一银行营业日的日末余额,6131410.67,6131410.67,5921420.593547886,6341400.746452114,0.0,1,0.06849649705558336,0.06849649705558336
余额保持法,每天余额收入支出,business_102_a2_l_abundant_t07,F-SHAPE-A2-L-07,长期波动或平稳,2025-05-12,以后10个银行营业日的日均余额,5923863.907,6131410.67,4792057.990067137,7470763.349932862,207546.76300000027,1,0.4368823920035559,0.4368823920035559
余额保持法,每天余额收入支出,business_102_a2_l_abundant_t07,F-SHAPE-A2-L-07,长期波动或平稳,2025-05-12,以后30个银行营业日的日均余额,5916247.053666668,6131410.67,4100148.1216656193,8162673.218334381,215163.6163333319,1,0.6625759250715401,0.6625759250715401
余额保持法,每天余额收入支出,business_102_a2_l_abundant_t08,F-SHAPE-A2-L-08,冲高回落,2025-05-12,下一银行营业日的日末余额,5038193.37,5099814.24,4925154.534462909,5274473.945537091,61620.87000000011,1,0.06849649705558335,0.06849649705558335
余额保持法,每天余额收入支出,business_102_a2_l_abundant_t08,F-SHAPE-A2-L-08,冲高回落,2025-05-12,以后10个银行营业日的日均余额,5373526.897,5099814.24,3985804.7180275023,6213823.761972498,273712.65699999966,1,0.4368823920035558,0.4368823920035558
余额保持法,每天余额收入支出,business_102_a2_l_abundant_t08,F-SHAPE-A2-L-08,冲高回落,2025-05-12,以后30个银行营业日的日均余额,5224269.589,5099814.24,3410307.1711194934,6789321.308880507,124455.34899999946,1,0.6625759250715402,0.6625759250715402
余额保持法,每天余额收入支出,business_102_a2_l_abundant_t09,F-SHAPE-A2-L-09,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,6612608.93,6558214.73,6333607.362028336,6782822.097971665,54394.199999999255,1,0.06849649705558337,0.06849649705558337
余额保持法,每天余额收入支出,business_102_a2_l_abundant_t09,F-SHAPE-A2-L-09,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,6482640.165999999,6558214.73,5125630.460742323,7990798.999257678,75574.56400000118,1,0.436882392003556,0.436882392003556
余额保持法,每天余额收入支出,business_102_a2_l_abundant_t09,F-SHAPE-A2-L-09,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,6281551.761333332,6558214.73,4385557.134226225,8730872.325773776,276662.96866666805,1,0.66257592507154,0.66257592507154
余额保持法,每天余额收入支出,business_102_a2_l_abundant_t10,F-SHAPE-A2-L-10,长期波动或平稳,2025-05-12,下一银行营业日的日末余额,6525610.45,6525610.45,6302119.721512846,6749101.178487155,0.0,1,0.06849649705558335,0.06849649705558335
余额保持法,每天余额收入支出,business_102_a2_l_abundant_t10,F-SHAPE-A2-L-10,长期波动或平稳,2025-05-12,以后10个银行营业日的日均余额,6459524.471,6525610.45,5100148.2986603,7951072.601339701,66085.97900000028,1,0.4368823920035559,0.4368823920035559
余额保持法,每天余额收入支出,business_102_a2_l_abundant_t10,F-SHAPE-A2-L-10,长期波动或平稳,2025-05-12,以后30个银行营业日的日均余额,6089605.268666668,6525610.45,4363754.25971737,8687466.64028263,436005.1813333323,1,0.6625759250715403,0.6625759250715403
余额保持法,每天余额收入支出,business_102_a2_m_tight_T04,F-TERRA-TIGHT-A2-04,长期上升,2025-05-12,下一银行营业日的日末余额,1407984.76,1333970.47,1288284.317814705,1379656.622185295,74014.29000000004,0,0.06849649705558326,0.28085605412062853
余额保持法,每天余额收入支出,business_102_a2_m_tight_T04,F-TERRA-TIGHT-A2-04,长期上升,2025-05-12,以后10个银行营业日的日均余额,1422020.859,1333970.47,1042576.365102146,1625364.574897854,88050.38899999997,1,0.436882392003556,0.436882392003556
余额保持法,每天余额收入支出,business_102_a2_m_tight_T04,F-TERRA-TIGHT-A2-04,长期上升,2025-05-12,以后30个银行营业日的日均余额,1268306.0183333335,1333970.47,892042.1109108164,1775898.8290891836,65664.45166666643,1,0.6625759250715402,0.6625759250715402
余额保持法,每天余额收入支出,business_102_a2_s_abundant_t07,F-SHAPE-A2-S-07,长期下降,2025-05-12,下一银行营业日的日末余额,855829.29,807416.42,773168.1714722083,841664.6685277917,48412.869999999995,0,0.0684964970555834,0.21014271177766636
余额保持法,每天余额收入支出,business_102_a2_s_abundant_t07,F-SHAPE-A2-S-07,长期下降,2025-05-12,以后10个银行营业日的日均余额,874072.5629999998,807416.42,588975.223998222,1025857.616001778,66656.1429999998,1,0.436882392003556,0.436882392003556
余额保持法,每天余额收入支出,business_102_a2_s_abundant_t07,F-SHAPE-A2-S-07,长期下降,2025-05-12,以后30个银行营业日的日均余额,941209.0216666665,807416.42,476128.45746422996,1138704.38253577,133792.60166666645,1,0.6625759250715401,0.6625759250715401
余额保持法,每天余额收入支出,business_102_a2_s_abundant_t08,F-SHAPE-A2-S-08,长期下降,2025-05-12,下一银行营业日的日末余额,1073831.07,1116144.85,1077918.8437841854,1154370.8562158148,42313.78000000003,0,0.06849649705558329,0.10512054082718958
余额保持法,每天余额收入支出,business_102_a2_s_abundant_t08,F-SHAPE-A2-S-08,长期下降,2025-05-12,以后10个银行营业日的日均余额,1088786.629,1116144.85,872332.8340547751,1359956.865945225,27358.221000000136,1,0.43688239200355583,0.43688239200355583
余额保持法,每天余额收入支出,business_102_a2_s_abundant_t08,F-SHAPE-A2-S-08,长期下降,2025-05-12,以后30个银行营业日的日均余额,1088779.5933333335,1116144.85,746379.4967487073,1485910.203251293,27365.256666666595,1,0.6625759250715403,0.6625759250715403
余额保持法,每天余额收入支出,business_102_a2_s_abundant_t09,F-SHAPE-A2-S-09,冲高回落,2025-05-12,下一银行营业日的日末余额,1216899.67,1216899.67,1175222.9876684523,1258576.3523315475,0.0,1,0.06849649705558324,0.06849649705558324
余额保持法,每天余额收入支出,business_102_a2_s_abundant_t09,F-SHAPE-A2-S-09,冲高回落,2025-05-12,以后10个银行营业日的日均余额,1209843.4379999998,1216899.67,951078.6506710311,1482720.6893289688,7056.232000000076,1,0.43688239200355583,0.43688239200355583
余额保持法,每天余额收入支出,business_102_a2_s_abundant_t09,F-SHAPE-A2-S-09,冲高回落,2025-05-12,以后30个银行营业日的日均余额,1107482.2953333333,1216899.67,813755.4577152489,1620043.882284751,109417.37466666661,1,0.6625759250715403,0.6625759250715403
余额保持法,每天余额收入支出,business_102_a2_s_abundant_t10,F-SHAPE-A2-S-10,长期下降,2025-05-12,下一银行营业日的日末余额,1212486.29,1212486.29,1170960.75820354,1254011.82179646,0.0,1,0.06849649705558326,0.06849649705558326
余额保持法,每天余额收入支出,business_102_a2_s_abundant_t10,F-SHAPE-A2-S-10,长期下降,2025-05-12,以后10个银行营业日的日均余额,1168777.1309999998,1212486.29,947629.3346766415,1477343.2453233586,43709.15900000022,1,0.43688239200355583,0.43688239200355583
余额保持法,每天余额收入支出,business_102_a2_s_abundant_t10,F-SHAPE-A2-S-10,长期下降,2025-05-12,以后30个银行营业日的日均余额,1138108.477333333,1212486.29,810804.1773833451,1614168.402616655,74377.81266666693,1,0.6625759250715403,0.6625759250715403
余额保持法,每天余额收入支出,business_102_b1_m_tight_t03,F-TM6-B1-03,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,2596998.71,2004255.77,1935613.5202757795,2072898.0197242205,592742.94,0,0.06849649705558336,2.6834356586166823
余额保持法,每天余额收入支出,business_102_b1_m_tight_t03,F-TM6-B1-03,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,2581989.5960000004,2004255.77,1566443.7425077357,2442067.7974922643,577733.8260000004,0,0.4368823920035558,1.1350058580906015
余额保持法,每天余额收入支出,business_102_b1_m_tight_t03,F-TM6-B1-03,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,2646950.7956666662,2004255.77,1340269.959556139,2668241.580443861,642695.0256666662,1,0.6625759250715401,0.6625759250715401
余额保持法,每天余额收入支出,business_102_b1_m_tight_t04,F-TM6-B1-04,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,924346.24,759290.31,725042.0614722084,793538.5585277918,165055.92999999993,0,0.0684964970555834,1.3765733117776657
余额保持法,每天余额收入支出,business_102_b1_m_tight_t04,F-TM6-B1-04,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,728773.352,759290.31,540849.1139982222,977731.506001778,30516.9580000001,1,0.4368823920035558,0.4368823920035558
余额保持法,每天余额收入支出,business_102_b1_m_tight_t04,F-TM6-B1-04,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1218487.275,759290.31,428002.34746422997,1090578.2725357702,459196.96499999985,0,0.6625759250715403,1.9416659497138373
余额保持法,每天余额收入支出,business_102_c3_s_tight_t03,F-TM6-C3-03,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,386366.04,402313.03,368064.7814722083,436561.2785277917,15946.990000000049,1,0.0684964970555834,0.0684964970555834
余额保持法,每天余额收入支出,business_102_c3_s_tight_t03,F-TM6-C3-03,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,426481.70100000006,402313.03,183871.83399822208,620754.2260017779,24168.67100000003,1,0.43688239200355583,0.43688239200355583
余额保持法,每天余额收入支出,business_102_c3_s_tight_t03,F-TM6-C3-03,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,419231.3583333334,402313.03,71025.06746422994,733600.9925357702,16918.328333333367,1,0.6625759250715403,0.6625759250715403
余额保持法,每天余额收入支出,business_102_c3_s_tight_t04,F-TM6-C3-04,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,357275.25,357275.25,323027.0014722083,391523.4985277917,0.0,1,0.0684964970555834,0.0684964970555834
余额保持法,每天余额收入支出,business_102_c3_s_tight_t04,F-TM6-C3-04,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,408303.936,357275.25,138834.05399822205,575716.4460017779,51028.68599999999,1,0.43688239200355583,0.43688239200355583
余额保持法,每天余额收入支出,business_102_c3_s_tight_t04,F-TM6-C3-04,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,442151.146,357275.25,25987.287464229914,688563.2125357701,84875.89600000001,1,0.6625759250715403,0.6625759250715403
余额保持法,每天余额收入支出,business_102_d1_s_abundant_t07,F-SHAPE-D1-S-07,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1726812.59,1781969.27,1720939.9435721524,1842998.5964278476,55156.679999999935,1,0.06849649705558347,0.06849649705558347
余额保持法,每天余额收入支出,business_102_d1_s_abundant_t07,F-SHAPE-D1-S-07,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1688333.1069999996,1781969.27,1392713.7714227848,2171224.7685772153,93636.16300000041,1,0.436882392003556,0.436882392003556
余额保持法,每天余额收入支出,business_102_d1_s_abundant_t07,F-SHAPE-D1-S-07,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1825505.1793333332,1781969.27,1191624.3012403464,2372314.2387596536,43535.90933333314,1,0.6625759250715402,0.6625759250715402
余额保持法,每天余额收入支出,business_102_d1_s_abundant_t08,F-SHAPE-D1-S-08,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1813905.62,1813905.62,1751782.529520282,1876028.7104797182,0.0,1,0.06849649705558336,0.06849649705558336
余额保持法,每天余额收入支出,business_102_d1_s_abundant_t08,F-SHAPE-D1-S-08,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1784458.1380000003,1813905.62,1417673.9069328536,2210137.3330671466,29447.481999999844,1,0.4368823920035558,0.4368823920035558
余额保持法,每天余额收入支出,business_102_d1_s_abundant_t08,F-SHAPE-D1-S-08,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1814227.63,1813905.62,1212980.522918017,2414830.717081983,322.0099999997765,1,0.6625759250715403,0.6625759250715403
余额保持法,每天余额收入支出,business_102_d1_s_abundant_t09,F-SHAPE-D1-S-09,长期波动或平稳,2025-05-12,下一银行营业日的日末余额,1051212.17,1051212.17,1015209.9943464007,1087214.3456535991,0.0,1,0.06849649705558337,0.06849649705558337
余额保持法,每天余额收入支出,business_102_d1_s_abundant_t09,F-SHAPE-D1-S-09,长期波动或平稳,2025-05-12,以后10个银行营业日的日均余额,1136307.875,1051212.17,821584.1263335757,1280840.2136664242,85095.70500000007,1,0.4368823920035558,0.4368823920035558
余额保持法,每天余额收入支出,business_102_d1_s_abundant_t09,F-SHAPE-D1-S-09,长期波动或平稳,2025-05-12,以后30个银行营业日的日均余额,1252074.925,1051212.17,702958.2320078944,1399466.1079921054,200862.75500000012,1,0.6625759250715401,0.6625759250715401
余额保持法,每天余额收入支出,business_102_d1_s_abundant_t10,F-SHAPE-D1-S-10,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1351312.42,1351312.42,1305032.3364011482,1397592.5035988516,0.0,1,0.06849649705558349,0.06849649705558349
余额保持法,每天余额收入支出,business_102_d1_s_abundant_t10,F-SHAPE-D1-S-10,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1360659.407,1351312.42,1056130.118803143,1646494.7211968568,9346.986999999965,1,0.43688239200355594,0.43688239200355594
余额保持法,每天余额收入支出,business_102_d1_s_abundant_t10,F-SHAPE-D1-S-10,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1336651.7546666665,1351312.42,903638.8816289192,1798985.9583710807,14660.665333333425,1,0.6625759250715402,0.6625759250715402
余额保持法,每天余额收入支出,business_102_d1_s_abundant_t11,F-SHAPE-D1-S-11,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1616655.47,1616655.47,1561287.8516796262,1672023.0883203738,0.0,1,0.0684964970555833,0.0684964970555833
余额保持法,每天余额收入支出,business_102_d1_s_abundant_t11,F-SHAPE-D1-S-11,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1670652.3570000003,1616655.47,1263511.3156103836,1969799.6243896163,53996.88700000034,1,0.4368823920035558,0.4368823920035558
余额保持法,每天余额收入支出,business_102_d1_s_abundant_t11,F-SHAPE-D1-S-11,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1653378.6700000004,1616655.47,1081076.9732213924,2152233.9667786076,36723.20000000042,1,0.66257592507154,0.66257592507154
余额保持法,每天余额收入支出,business_102_d1_s_abundant_t12,F-SHAPE-D1-S-12,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1474315.62,1474799.08,1424289.7945796016,1525308.3654203985,483.45999999996275,1,0.06849649705558328,0.06849649705558328
余额保持法,每天余额收入支出,business_102_d1_s_abundant_t12,F-SHAPE-D1-S-12,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1546321.588,1474799.08,1152642.2051024782,1796955.954897522,71522.50799999991,1,0.43688239200355605,0.43688239200355605
余额保持法,每天余额收入支出,business_102_d1_s_abundant_t12,F-SHAPE-D1-S-12,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1605114.2156666666,1474799.08,986215.8976371719,1963382.2623628282,130315.13566666655,1,0.6625759250715401,0.6625759250715401
余额保持法,每天余额收入支出,business_102_d2_m_abundant_t07,F-SHAPE-D2-M-07,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,2975427.34,2975427.34,2873524.164983294,3077330.5150167057,0.0,1,0.06849649705558321,0.06849649705558321
余额保持法,每天余额收入支出,business_102_d2_m_abundant_t07,F-SHAPE-D2-M-07,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,3196195.7759999996,2975427.34,2325471.433234011,3625383.246765989,220768.43599999975,1,0.43688239200355605,0.43688239200355605
余额保持法,每天余额收入支出,business_102_d2_m_abundant_t07,F-SHAPE-D2-M-07,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,3345687.191666666,2975427.34,1989704.078858174,3961150.601141826,370259.8516666661,1,0.6625759250715402,0.6625759250715402
余额保持法,每天余额收入支出,business_102_d2_m_abundant_t08,F-SHAPE-D2-M-08,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,3357171.09,3351529.77,3236745.7454887475,3466313.7945112525,5641.319999999832,1,0.06849649705558339,0.06849649705558339
余额保持法,每天余额收入支出,business_102_d2_m_abundant_t08,F-SHAPE-D2-M-08,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,3453373.424,3351529.77,2619417.5986056365,4083641.9413943635,101843.6540000001,1,0.4368823920035557,0.4368823920035557
余额保持法,每天余额收入支出,business_102_d2_m_abundant_t08,F-SHAPE-D2-M-08,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,3503285.0460000006,3351529.77,2241208.301118722,4461851.238881278,151755.27600000054,1,0.66257592507154,0.66257592507154
余额保持法,每天余额收入支出,business_102_d2_m_abundant_t09,F-SHAPE-D2-M-09,长期上升,2025-05-12,下一银行营业日的日末余额,2633887.16,2633887.16,2543681.1379501605,2724093.1820498398,0.0,1,0.06849649705558351,0.06849649705558351
余额保持法,每天余额收入支出,business_102_d2_m_abundant_t09,F-SHAPE-D2-M-09,长期上升,2025-05-12,以后10个银行营业日的日均余额,2998768.198,2633887.16,2058537.6986358739,3209236.6213641264,364881.0379999997,1,0.4368823920035559,0.4368823920035559
余额保持法,每天余额收入支出,business_102_d2_m_abundant_t09,F-SHAPE-D2-M-09,长期上升,2025-05-12,以后30个银行营业日的日均余额,3185597.1709999996,2633887.16,1761312.0492144744,3506462.270785526,551710.0109999995,1,0.6625759250715401,0.6625759250715401
余额保持法,每天余额收入支出,business_102_d2_m_abundant_t10,F-SHAPE-D2-M-10,长期上升,2025-05-12,下一银行营业日的日末余额,3212454.67,3212454.67,3102433.724077575,3322475.615922425,0.0,1,0.06849649705558336,0.06849649705558336
余额保持法,每天余额收入支出,business_102_d2_m_abundant_t10,F-SHAPE-D2-M-10,长期上升,2025-05-12,以后10个银行营业日的日均余额,3211926.4329999997,3212454.67,2510722.229783703,3914187.1102162967,528.2370000001974,1,0.43688239200355583,0.43688239200355583
余额保持法,每天余额收入支出,business_102_d2_m_abundant_t10,F-SHAPE-D2-M-10,长期上升,2025-05-12,以后30个银行营业日的日均余额,3699233.9060000004,3212454.67,2148207.10763718,4276702.23236282,486779.2360000005,1,0.6625759250715404,0.6625759250715404
余额保持法,每天余额收入支出,business_102_d2_m_abundant_t11,F-SHAPE-D2-M-11,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,3178119.21,3311533.98,3198119.741244733,3424948.218755267,133414.77000000002,0,0.06849649705558336,0.12889307267741318
余额保持法,每天余额收入支出,business_102_d2_m_abundant_t11,F-SHAPE-D2-M-11,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,3351846.8320000004,3311533.98,2588158.5368082724,4034909.4231917276,40312.85200000042,1,0.4368823920035558,0.4368823920035558
余额保持法,每天余额收入支出,business_102_d2_m_abundant_t11,F-SHAPE-D2-M-11,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,3645877.603333333,3311533.98,2214462.6348978304,4408605.325102169,334343.62333333306,1,0.66257592507154,0.66257592507154
余额保持法,每天余额收入支出,business_102_d2_m_abundant_t12,F-SHAPE-D2-M-12,长期上升,2025-05-12,下一银行营业日的日末余额,3933394.75,3935891.28,3801093.897264192,4070688.6627358077,2496.529999999795,1,0.06849649705558326,0.06849649705558326
余额保持法,每天余额收入支出,business_102_d2_m_abundant_t12,F-SHAPE-D2-M-12,长期上升,2025-05-12,以后10个银行营业日的日均余额,3867034.218,3935891.28,3076130.481463831,4795652.078536169,68857.06199999992,1,0.436882392003556,0.436882392003556
