方法,资料,企业编号,来源组,余额走势,预测日期,预测内容,实际余额_cny,预测余额_cny,预测下限_cny,预测上限_cny,绝对误差_cny,实际余额是否落在范围内,范围宽度占预测日余额比例,漏出范围扣分
A_LSTM_选用版本,每天余额收入支出,business_102_a2_m_tight_T04,F-TERRA-TIGHT-A2-04,长期上升,2025-05-12,以后30个银行营业日的日均余额,1268306.0183333335,1382635.9404107712,1010120.9357559936,1755150.9450655486,114329.92207743763,1,0.5585056236736298,0.5585056236736298
A_LSTM_选用版本,每天余额收入支出,business_102_a2_s_abundant_t07,F-SHAPE-A2-S-07,长期下降,2025-05-12,下一银行营业日的日末余额,855829.29,806720.5470952012,772483.5966955511,840957.4974948514,49108.742904798826,0,0.06847390079930028,0.2171918258507871
A_LSTM_选用版本,每天余额收入支出,business_102_a2_s_abundant_t07,F-SHAPE-A2-S-07,长期下降,2025-05-12,以后10个银行营业日的日均余额,874072.5629999998,821572.74356071,621679.5810880095,1021465.9060334105,52499.81943928986,1,0.39978632494540095,0.39978632494540095
A_LSTM_选用版本,每天余额收入支出,business_102_a2_s_abundant_t07,F-SHAPE-A2-S-07,长期下降,2025-05-12,以后30个银行营业日的日均余额,941209.0216666665,841582.6111446755,562329.7993078607,1120835.4229814904,99626.41052199097,1,0.5585056236736298,0.5585056236736298
A_LSTM_选用版本,每天余额收入支出,business_102_a2_s_abundant_t08,F-SHAPE-A2-S-08,长期下降,2025-05-12,下一银行营业日的日末余额,1073831.07,1116136.214899468,1077922.8190311932,1154349.6107677429,42305.14489946794,0,0.0684739007993001,0.10513356044108485
A_LSTM_选用版本,每天余额收入支出,business_102_a2_s_abundant_t08,F-SHAPE-A2-S-08,长期下降,2025-05-12,以后10个银行营业日的日均余额,1088786.629,1105846.2032426237,882736.4793985058,1328955.9270867417,17059.574242623756,1,0.399786324945401,0.399786324945401
A_LSTM_选用版本,每天余额收入支出,business_102_a2_s_abundant_t08,F-SHAPE-A2-S-08,长期下降,2025-05-12,以后30个银行营业日的日均余额,1088779.5933333335,1096991.0082241064,785304.4204444264,1408677.5960037864,8211.414890772896,1,0.5585056236736299,0.5585056236736299
A_LSTM_选用版本,每天余额收入支出,business_102_a2_s_abundant_t09,F-SHAPE-A2-S-09,冲高回落,2025-05-12,下一银行营业日的日末余额,1216899.67,1216976.1359243128,1175313.2022811722,1258639.0695674533,76.46592431282625,1,0.06847390079930024,0.06847390079930024
A_LSTM_选用版本,每天余额收入支出,business_102_a2_s_abundant_t09,F-SHAPE-A2-S-09,冲高回落,2025-05-12,以后10个银行营业日的日均余额,1209843.4379999998,1205959.3329160477,962709.409467762,1449209.2563643332,3884.105083952192,1,0.399786324945401,0.399786324945401
A_LSTM_选用版本,每天余额收入支出,business_102_a2_s_abundant_t09,F-SHAPE-A2-S-09,冲高回落,2025-05-12,以后30个银行营业日的日均余额,1107482.2953333333,1199837.801931844,860015.147361052,1539660.4565026362,92355.50659851078,1,0.5585056236736298,0.5585056236736298
A_LSTM_选用版本,每天余额收入支出,business_102_a2_s_abundant_t10,F-SHAPE-A2-S-10,长期下降,2025-05-12,下一银行营业日的日末余额,1212486.29,1212182.0649174294,1170670.2319464437,1253693.897888415,304.22508257068694,1,0.06847390079930005,0.06847390079930005
A_LSTM_选用版本,每天余额收入支出,business_102_a2_s_abundant_t10,F-SHAPE-A2-S-10,长期下降,2025-05-12,以后10个银行营业日的日均余额,1168777.1309999998,1221521.8441955473,979154.1252326553,1463889.5631584392,52744.71319554746,1,0.3997863249454012,0.3997863249454012
A_LSTM_选用版本,每天余额收入支出,business_102_a2_s_abundant_t10,F-SHAPE-A2-S-10,长期下降,2025-05-12,以后30个银行营业日的日均余额,1138108.477333333,1228114.9758689709,889524.770072883,1566705.1816650587,90006.49853563774,1,0.5585056236736299,0.5585056236736299
A_LSTM_选用版本,每天余额收入支出,business_102_b1_m_tight_t03,F-TM6-B1-03,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,2596998.71,2004139.6176456069,1935520.0122599043,2072759.2230313094,592859.0923543931,0,0.06847390079930026,2.684105572243561
A_LSTM_选用版本,每天余额收入支出,business_102_b1_m_tight_t03,F-TM6-B1-03,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,2581989.5960000004,2038353.0246102898,1637716.0003408324,2438990.0488797473,543636.5713897105,0,0.399786324945401,1.113265858150153
A_LSTM_选用版本,每天余额收入支出,business_102_b1_m_tight_t03,F-TM6-B1-03,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,2646950.7956666662,2068334.2211278516,1508640.1617151909,2628028.2805405124,578616.5745388146,0,0.55850562367363,0.6529173021100295
A_LSTM_选用版本,每天余额收入支出,business_102_b1_m_tight_t04,F-TM6-B1-04,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,924346.24,757347.1315697255,723110.1811700753,791584.0819693756,166999.10843027453,0,0.06847390079930028,1.3960954811055442
A_LSTM_选用版本,每天余额收入支出,business_102_b1_m_tight_t04,F-TM6-B1-04,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,728773.352,789195.7850060184,589302.6225333179,989088.9474787188,60422.4330060184,1,0.39978632494540095,0.39978632494540095
A_LSTM_选用版本,每天余额收入支出,business_102_b1_m_tight_t04,F-TM6-B1-04,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1218487.275,810868.7817735076,531615.9699366926,1090121.5936103226,407618.4932264923,0,0.55850562367363,1.842162437570403
A_LSTM_选用版本,每天余额收入支出,business_102_c3_s_tight_t03,F-TM6-C3-03,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,386366.04,401435.4934494244,367198.54304977425,435672.44384907454,15069.453449424414,1,0.06847390079930028,0.06847390079930028
A_LSTM_选用版本,每天余额收入支出,business_102_c3_s_tight_t03,F-TM6-C3-03,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,426481.70100000006,405943.928782952,206050.7663102515,605837.0912556525,20537.77221704804,1,0.399786324945401,0.399786324945401
A_LSTM_选用版本,每天余额收入支出,business_102_c3_s_tight_t03,F-TM6-C3-03,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,419231.3583333334,416847.5955751086,137594.78373829369,696100.4074119235,2383.762758224795,1,0.5585056236736299,0.5585056236736299
A_LSTM_选用版本,每天余额收入支出,business_102_c3_s_tight_t04,F-TM6-C3-04,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,357275.25,357518.2870786852,323281.33667903504,391755.23747833533,243.0370786851854,1,0.06847390079930028,0.06847390079930028
A_LSTM_选用版本,每天余额收入支出,business_102_c3_s_tight_t04,F-TM6-C3-04,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,408303.936,363230.06344271946,163336.90097001893,563123.22591542,45073.87255728053,1,0.39978632494540106,0.39978632494540106
A_LSTM_选用版本,每天余额收入支出,business_102_c3_s_tight_t04,F-TM6-C3-04,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,442151.146,372021.3928581018,92768.5810212869,651274.2046949167,70129.7531418982,1,0.5585056236736299,0.5585056236736299
A_LSTM_选用版本,每天余额收入支出,business_102_d1_s_abundant_t07,F-SHAPE-D1-S-07,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1726812.59,1781462.6550301143,1720453.4615194236,1842471.848540805,54650.06503011426,1,0.06847390079930021,0.06847390079930021
A_LSTM_选用版本,每天余额收入支出,business_102_d1_s_abundant_t07,F-SHAPE-D1-S-07,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1688333.1069999996,1760619.381262544,1404415.9084530745,2116822.854072014,72286.27426254447,1,0.3997863249454012,0.3997863249454012
A_LSTM_选用版本,每天余额收入支出,business_102_d1_s_abundant_t07,F-SHAPE-D1-S-07,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1825505.1793333332,1753082.0295004828,1255462.1002461864,2250701.9587547793,72423.14983285032,1,0.5585056236736299,0.5585056236736299
A_LSTM_选用版本,每天余额收入支出,business_102_d1_s_abundant_t08,F-SHAPE-D1-S-08,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1813905.62,1813226.5456581356,1751123.9489165489,1875329.1423997222,679.0743418645579,1,0.06847390079930034,0.06847390079930034
A_LSTM_选用版本,每天余额收入支出,business_102_d1_s_abundant_t08,F-SHAPE-D1-S-08,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1784458.1380000003,1813273.0541559074,1450685.7233471028,2175860.384964712,28814.916155907093,1,0.39978632494540106,0.39978632494540106
A_LSTM_选用版本,每天余额收入支出,business_102_d1_s_abundant_t08,F-SHAPE-D1-S-08,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1814227.63,1824969.1768380196,1318430.9320464185,2331507.4216296207,10741.546838019742,1,0.5585056236736298,0.5585056236736298
A_LSTM_选用版本,每天余额收入支出,business_102_d1_s_abundant_t09,F-SHAPE-D1-S-09,长期波动或平稳,2025-05-12,下一银行营业日的日末余额,1051212.17,1051389.691547258,1015399.3926234595,1087379.9904710567,177.52154725813307,1,0.06847390079930031,0.06847390079930031
A_LSTM_选用版本,每天余额收入支出,business_102_d1_s_abundant_t09,F-SHAPE-D1-S-09,长期波动或平稳,2025-05-12,以后10个银行营业日的日均余额,1136307.875,1067625.5903224563,857495.4652313662,1277755.7154135464,68682.28467754368,1,0.3997863249454011,0.3997863249454011
A_LSTM_选用版本,每天余额收入支出,business_102_d1_s_abundant_t09,F-SHAPE-D1-S-09,长期波动或平稳,2025-05-12,以后30个银行营业日的日均余额,1252074.925,1095260.2650188974,801706.3107093174,1388814.2193284773,156814.65998110268,1,0.5585056236736299,0.5585056236736299
A_LSTM_选用版本,每天余额收入支出,business_102_d1_s_abundant_t10,F-SHAPE-D1-S-10,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1351312.42,1351410.5928712934,1305145.7765733222,1397675.4091692646,98.17287129350007,1,0.06847390079930026,0.06847390079930026
A_LSTM_选用版本,每天余额收入支出,business_102_d1_s_abundant_t10,F-SHAPE-D1-S-10,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1360659.407,1357902.3251492528,1087784.2120268147,1628020.4382716909,2757.081850747112,1,0.399786324945401,0.399786324945401
A_LSTM_选用版本,每天余额收入支出,business_102_d1_s_abundant_t10,F-SHAPE-D1-S-10,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1336651.7546666665,1354463.136741599,977105.343786588,1731820.9296966102,17811.382074932568,1,0.55850562367363,0.55850562367363
A_LSTM_选用版本,每天余额收入支出,business_102_d1_s_abundant_t11,F-SHAPE-D1-S-11,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1616655.47,1616074.0359481038,1560724.6828083908,1671423.3890878167,581.4340518962126,1,0.0684739007993001,0.0684739007993001
A_LSTM_选用版本,每天余额收入支出,business_102_d1_s_abundant_t11,F-SHAPE-D1-S-11,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1670652.3570000003,1609784.743832805,1286626.369305715,1932943.118359895,60867.61316719535,1,0.399786324945401,0.399786324945401
A_LSTM_选用版本,每天余额收入支出,business_102_d1_s_abundant_t11,F-SHAPE-D1-S-11,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1653378.6700000004,1615856.322695562,1164400.7369266944,2067311.9084644294,37522.347304438474,1,0.5585056236736298,0.5585056236736298
A_LSTM_选用版本,每天余额收入支出,business_102_d1_s_abundant_t12,F-SHAPE-D1-S-12,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1474315.62,1474118.8620372165,1423626.239085807,1524611.484988626,196.75796278356574,1,0.06847390079930013,0.06847390079930013
A_LSTM_选用版本,每天余额收入支出,business_102_d1_s_abundant_t12,F-SHAPE-D1-S-12,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1546321.588,1471462.6855144082,1176660.4334013788,1766264.9376274375,74858.90248559183,1,0.3997863249454012,0.3997863249454012
A_LSTM_选用版本,每天余额收入支出,business_102_d1_s_abundant_t12,F-SHAPE-D1-S-12,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1605114.2156666666,1479082.0272811826,1067240.2372968348,1890923.8172655303,126032.18838548404,1,0.5585056236736299,0.5585056236736299
A_LSTM_选用版本,每天余额收入支出,business_102_d2_m_abundant_t07,F-SHAPE-D2-M-07,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,2975427.34,2974819.3226668406,2872949.764409498,3076688.8809241834,608.0173331592232,1,0.06847390079930017,0.06847390079930017
A_LSTM_选用版本,每天余额收入支出,business_102_d2_m_abundant_t07,F-SHAPE-D2-M-07,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,3196195.7759999996,2968367.739047488,2373600.158347153,3563135.3197478233,227828.0369525114,1,0.39978632494540106,0.39978632494540106
A_LSTM_选用版本,每天余额收入支出,business_102_d2_m_abundant_t07,F-SHAPE-D2-M-07,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,3345687.191666666,2969792.4963931725,2138896.045282038,3800688.947504307,375894.6952734934,1,0.5585056236736298,0.5585056236736298
A_LSTM_选用版本,每天余额收入支出,business_102_d2_m_abundant_t08,F-SHAPE-D2-M-08,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,3357171.09,3348660.4006052413,3233914.2421068004,3463406.559103682,8510.689394758549,1,0.0684739007993003,0.0684739007993003
A_LSTM_选用版本,每天余额收入支出,business_102_d2_m_abundant_t08,F-SHAPE-D2-M-08,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,3453373.424,3339024.839631946,2669076.954785243,4008972.7244786485,114348.58436805429,1,0.39978632494540106,0.39978632494540106
A_LSTM_选用版本,每天余额收入支出,business_102_d2_m_abundant_t08,F-SHAPE-D2-M-08,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,3503285.0460000006,3330310.812038968,2394386.699811674,4266234.924266262,172974.2339610327,1,0.55850562367363,0.55850562367363
A_LSTM_选用版本,每天余额收入支出,business_102_d2_m_abundant_t09,F-SHAPE-D2-M-09,长期上升,2025-05-12,下一银行营业日的日末余额,2633887.16,2632458.540508669,2542282.2764534736,2722634.804563864,1428.6194913312793,1,0.0684739007993002,0.0684739007993002
A_LSTM_选用版本,每天余额收入支出,business_102_d2_m_abundant_t09,F-SHAPE-D2-M-09,长期上升,2025-05-12,以后10个银行营业日的日均余额,2998768.198,2657686.525930816,2131190.491922176,3184182.5599394557,341081.672069184,1,0.3997863249454011,0.3997863249454011
A_LSTM_选用版本,每天余额收入支出,business_102_d2_m_abundant_t09,F-SHAPE-D2-M-09,长期上升,2025-05-12,以后30个银行营业日的日均余额,3185597.1709999996,2654898.6848275126,1919378.2893366297,3390419.0803183955,530698.486172487,1,0.5585056236736299,0.5585056236736299
A_LSTM_选用版本,每天余额收入支出,business_102_d2_m_abundant_t10,F-SHAPE-D2-M-10,长期上升,2025-05-12,下一银行营业日的日末余额,3212454.67,3212669.3756432105,3102684.724445296,3322654.026841125,214.70564321056008,1,0.06847390079930031,0.06847390079930031
