方法,资料,企业编号,来源组,余额走势,预测日期,预测内容,实际余额_cny,预测余额_cny,预测下限_cny,预测上限_cny,绝对误差_cny,实际余额是否落在范围内,范围宽度占预测日余额比例,漏出范围扣分
A_GRU_选用版本,每天余额收入支出,business_102_a2_l_abundant_t09,F-SHAPE-A2-L-09,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,6612608.93,6559953.935686791,6333799.19355527,6786108.677818312,52654.994313208386,1,0.06896838589227498,0.06896838589227498
A_GRU_选用版本,每天余额收入支出,business_102_a2_l_abundant_t09,F-SHAPE-A2-L-09,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,6482640.165999999,6434990.28655935,5029077.626378819,7840902.94673988,47649.87944064941,1,0.42874859029830226,0.42874859029830226
A_GRU_选用版本,每天余额收入支出,business_102_a2_l_abundant_t09,F-SHAPE-A2-L-09,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,6281551.761333332,6437787.412836506,4760083.940252142,8115490.88542087,156235.65150317363,1,0.5116341997494687,0.5116341997494687
A_GRU_选用版本,每天余额收入支出,business_102_a2_l_abundant_t10,F-SHAPE-A2-L-10,长期波动或平稳,2025-05-12,下一银行营业日的日末余额,6525610.45,6526551.950239973,6301521.540390843,6751582.360089104,941.5002399729565,1,0.06896838589227482,0.06896838589227482
A_GRU_选用版本,每天余额收入支出,business_102_a2_l_abundant_t10,F-SHAPE-A2-L-10,长期波动或平稳,2025-05-12,以后10个银行营业日的日均余额,6459524.471,6513646.556659107,5114723.416022423,7912569.6972957915,54122.08565910719,1,0.4287485902983021,0.4287485902983021
A_GRU_选用版本,每天余额收入支出,business_102_a2_l_abundant_t10,F-SHAPE-A2-L-10,长期波动或平稳,2025-05-12,以后30个银行营业日的日均余额,6089605.268666668,6515225.974867745,4845863.234636486,8184588.715099005,425620.70620107744,1,0.5116341997494686,0.5116341997494686
A_GRU_选用版本,每天余额收入支出,business_102_a2_m_tight_T04,F-TERRA-TIGHT-A2-04,长期上升,2025-05-12,下一银行营业日的日末余额,1407984.76,1333820.9303251232,1287820.0352531937,1379821.8253970528,74163.82967487676,0,0.06896838589227475,0.2800895106571071
A_GRU_选用版本,每天余额收入支出,business_102_a2_m_tight_T04,F-TERRA-TIGHT-A2-04,长期上升,2025-05-12,以后10个银行营业日的日均余额,1422020.859,1368639.6858367869,1082670.706580755,1654608.6650928187,53381.17316321307,1,0.4287485902983022,0.4287485902983022
A_GRU_选用版本,每天余额收入支出,business_102_a2_m_tight_T04,F-TERRA-TIGHT-A2-04,长期上升,2025-05-12,以后30个银行营业日的日均余额,1268306.0183333335,1401469.9497537431,1060217.4927998069,1742722.4067076794,133163.9314204096,1,0.5116341997494687,0.5116341997494687
A_GRU_选用版本,每天余额收入支出,business_102_a2_s_abundant_t07,F-SHAPE-A2-S-07,长期下降,2025-05-12,下一银行营业日的日末余额,855829.29,807239.4495318094,772755.256585672,841723.6424779468,48589.84046819061,0,0.06896838589227479,0.21002486111280694
A_GRU_选用版本,每天余额收入支出,business_102_a2_s_abundant_t07,F-SHAPE-A2-S-07,长期下降,2025-05-12,以后10个银行营业日的日均余额,874072.5629999998,831292.5175620712,616918.2224129201,1045666.8127112223,42780.04543792864,1,0.42874859029830226,0.42874859029830226
A_GRU_选用版本,每天余额收入支出,business_102_a2_s_abundant_t07,F-SHAPE-A2-S-07,长期下降,2025-05-12,以后30个银行营业日的日均余额,941209.0216666665,854517.6112506363,598700.511375902,1110334.7111253706,86691.41041603021,1,0.5116341997494686,0.5116341997494686
A_GRU_选用版本,每天余额收入支出,business_102_a2_s_abundant_t08,F-SHAPE-A2-S-08,长期下降,2025-05-12,下一银行营业日的日末余额,1073831.07,1115950.866532606,1077461.5121693683,1154440.2208958438,42119.79653260601,0,0.06896838589227507,0.10149500794646693
A_GRU_选用版本,每天余额收入支出,business_102_a2_s_abundant_t08,F-SHAPE-A2-S-08,长期下降,2025-05-12,以后10个银行营业日的日均余额,1088786.629,1107148.4001928724,867875.6346897674,1346421.1656959774,18361.77119287243,1,0.4287485902983022,0.4287485902983022
A_GRU_选用版本,每天余额收入支出,business_102_a2_s_abundant_t08,F-SHAPE-A2-S-08,长期下降,2025-05-12,以后30个银行营业日的日均余额,1088779.5933333335,1096120.8964038491,810591.9578367288,1381649.8349709695,7341.303070515627,1,0.5116341997494686,0.5116341997494686
A_GRU_选用版本,每天余额收入支出,business_102_a2_s_abundant_t09,F-SHAPE-A2-S-09,冲高回落,2025-05-12,下一银行营业日的日末余额,1216899.67,1217448.1998543337,1175484.3968379628,1259412.0028707045,548.5298543337267,1,0.06896838589227469,0.06896838589227469
A_GRU_选用版本,每天余额收入支出,business_102_a2_s_abundant_t09,F-SHAPE-A2-S-09,冲高回落,2025-05-12,以后10个银行营业日的日均余额,1209843.4379999998,1202529.257104395,941657.2480809104,1463401.2661278795,7314.180895604892,1,0.42874859029830215,0.42874859029830215
A_GRU_选用版本,每天余额收入支出,business_102_a2_s_abundant_t09,F-SHAPE-A2-S-09,冲高回落,2025-05-12,以后30个银行营业日的日均余额,1107482.2953333333,1203922.9533354468,892619.2089175256,1515226.697753368,96440.65800211346,1,0.5116341997494686,0.5116341997494686
A_GRU_选用版本,每天余额收入支出,business_102_a2_s_abundant_t10,F-SHAPE-A2-S-10,长期下降,2025-05-12,下一银行营业日的日末余额,1212486.29,1212446.6731782972,1170635.062009391,1254258.2843472036,39.616821702802554,1,0.06896838589227483,0.06896838589227483
A_GRU_选用版本,每天余额收入支出,business_102_a2_s_abundant_t10,F-SHAPE-A2-S-10,长期下降,2025-05-12,以后10个银行营业日的日均余额,1168777.1309999998,1214647.068740196,954721.1749434369,1474572.9625369553,45869.93774019624,1,0.42874859029830215,0.42874859029830215
A_GRU_选用版本,每天余额收入支出,business_102_a2_s_abundant_t10,F-SHAPE-A2-S-10,长期下降,2025-05-12,以后30个银行营业日的日均余额,1138108.477333333,1223276.1524297649,913101.4260840887,1533450.878775441,85167.67509643175,1,0.5116341997494688,0.5116341997494688
A_GRU_选用版本,每天余额收入支出,business_102_b1_m_tight_t03,F-TM6-B1-03,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,2596998.71,2004495.3437791304,1935380.201093041,2073610.4864652196,592503.3662208696,0,0.06896838589227489,2.6803527778892122
A_GRU_选用版本,每天余额收入支出,business_102_b1_m_tight_t03,F-TM6-B1-03,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,2581989.5960000004,2091569.804177923,1661908.8861855539,2521230.722170292,490419.7918220775,0,0.42874859029830215,0.7318978925937294
A_GRU_选用版本,每天余额收入支出,business_102_b1_m_tight_t03,F-TM6-B1-03,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,2646950.7956666662,2073056.7596895294,1560333.8612009268,2585779.658178132,573894.0359771368,0,0.5116341997494687,0.8168404434043601
A_GRU_选用版本,每天余额收入支出,business_102_b1_m_tight_t04,F-TM6-B1-04,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,924346.24,756682.9505865141,722198.7576403767,791167.1435326515,167663.2894134859,0,0.06896838589227479,1.4007593505657598
A_GRU_选用版本,每天余额收入支出,business_102_b1_m_tight_t04,F-TM6-B1-04,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,728773.352,824500.4241054713,610126.1289563202,1038874.7192546225,95727.0721054714,1,0.42874859029830226,0.42874859029830226
A_GRU_选用版本,每天余额收入支出,business_102_b1_m_tight_t04,F-TM6-B1-04,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1218487.275,833990.6930759255,578173.5932011912,1089807.7929506598,384496.58192407445,0,0.5116341997494686,1.79842902024287
A_GRU_选用版本,每天余额收入支出,business_102_c3_s_tight_t03,F-TM6-C3-03,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,386366.04,402551.38074262906,368067.1877964916,437035.5736887665,16185.34074262908,1,0.0689683858922749,0.0689683858922749
A_GRU_选用版本,每天余额收入支出,business_102_c3_s_tight_t03,F-TM6-C3-03,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,426481.70100000006,414018.2895770694,199643.99442791834,628392.5847262205,12463.411422930658,1,0.42874859029830215,0.42874859029830215
A_GRU_选用版本,每天余额收入支出,business_102_c3_s_tight_t03,F-TM6-C3-03,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,419231.3583333334,421840.0587888008,166022.95891406646,677657.1586635351,2608.7004554673913,1,0.5116341997494687,0.5116341997494687
A_GRU_选用版本,每天余额收入支出,business_102_c3_s_tight_t04,F-TM6-C3-04,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,357275.25,357826.95227659773,323342.7593304603,392311.1452227352,551.7022765977308,1,0.0689683858922749,0.0689683858922749
A_GRU_选用版本,每天余额收入支出,business_102_c3_s_tight_t04,F-TM6-C3-04,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,408303.936,371761.9676123245,157387.67246317345,586136.2627614755,36541.96838767547,1,0.4287485902983021,0.4287485902983021
A_GRU_选用版本,每天余额收入支出,business_102_c3_s_tight_t04,F-TM6-C3-04,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,442151.146,380776.1779568248,124959.07808209045,636593.2778315591,61374.968043175235,1,0.5116341997494686,0.5116341997494686
A_GRU_选用版本,每天余额收入支出,business_102_d1_s_abundant_t07,F-SHAPE-D1-S-07,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1726812.59,1781343.6166719547,1719893.8445411872,1842793.3888027223,54531.02667195466,1,0.06896838589227476,0.06896838589227476
A_GRU_选用版本,每天余额收入支出,business_102_d1_s_abundant_t07,F-SHAPE-D1-S-07,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1688333.1069999996,1755129.7396277604,1373121.3333940632,2137138.1458614576,66796.63262776076,1,0.42874859029830203,0.42874859029830203
A_GRU_选用版本,每天余额收入支出,business_102_d1_s_abundant_t07,F-SHAPE-D1-S-07,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1825505.1793333332,1760305.034435882,1304446.8237185846,2216163.2451531794,65200.14489745116,1,0.5116341997494687,0.5116341997494687
A_GRU_选用版本,每天余额收入支出,business_102_d1_s_abundant_t08,F-SHAPE-D1-S-08,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1813905.62,1813324.4824341275,1750773.4110479644,1875875.5538202906,581.137565872632,1,0.06896838589227494,0.06896838589227494
A_GRU_选用版本,每天余额收入支出,business_102_d1_s_abundant_t08,F-SHAPE-D1-S-08,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1784458.1380000003,1802740.0897014278,1413885.350946844,2191594.8284560116,18281.951701427577,1,0.428748590298302,0.428748590298302
A_GRU_选用版本,每天余额收入支出,business_102_d1_s_abundant_t08,F-SHAPE-D1-S-08,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1814227.63,1835240.6358374278,1371212.5606825459,2299268.7109923097,21013.005837427918,1,0.5116341997494687,0.5116341997494687
A_GRU_选用版本,每天余额收入支出,business_102_d1_s_abundant_t09,F-SHAPE-D1-S-09,长期波动或平稳,2025-05-12,下一银行营业日的日末余额,1051212.17,1051973.9566392584,1015723.7533416506,1088224.1599368663,761.7866392584983,1,0.06896838589227489,0.06896838589227489
A_GRU_选用版本,每天余额收入支出,business_102_d1_s_abundant_t09,F-SHAPE-D1-S-09,长期波动或平稳,2025-05-12,以后10个银行营业日的日均余额,1136307.875,1085400.9272007649,860048.0592048053,1310753.7951967244,50906.94779923512,1,0.4287485902983021,0.4287485902983021
A_GRU_选用版本,每天余额收入支出,business_102_d1_s_abundant_t09,F-SHAPE-D1-S-09,长期波动或平稳,2025-05-12,以后30个银行营业日的日均余额,1252074.925,1091801.7410050184,822883.6923225923,1360719.7896874445,160273.1839949817,1,0.5116341997494686,0.5116341997494686
A_GRU_选用版本,每天余额收入支出,business_102_d1_s_abundant_t10,F-SHAPE-D1-S-10,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1351312.42,1352474.0719508172,1305875.1537290253,1399072.9901726092,1161.6519508173224,1,0.06896838589227497,0.06896838589227497
A_GRU_选用版本,每天余额收入支出,business_102_d1_s_abundant_t10,F-SHAPE-D1-S-10,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1360659.407,1363270.175398444,1073583.5278346506,1652956.8229622375,2610.7683984441683,1,0.428748590298302,0.428748590298302
A_GRU_选用版本,每天余额收入支出,business_102_d1_s_abundant_t10,F-SHAPE-D1-S-10,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1336651.7546666665,1368519.1128124895,1022830.2885033805,1714207.9371215985,31867.358145823004,1,0.5116341997494688,0.5116341997494688
A_GRU_选用版本,每天余额收入支出,business_102_d1_s_abundant_t11,F-SHAPE-D1-S-11,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1616655.47,1616444.796646739,1560695.7374918305,1672193.8558016473,210.6733532610815,1,0.06896838589227476,0.06896838589227476
A_GRU_选用版本,每天余额收入支出,business_102_d1_s_abundant_t11,F-SHAPE-D1-S-11,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1670652.3570000003,1612872.9018065908,1266303.5249263213,1959442.2786868603,57779.45519340946,1,0.4287485902983021,0.4287485902983021
A_GRU_选用版本,每天余额收入支出,business_102_d1_s_abundant_t11,F-SHAPE-D1-S-11,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1653378.6700000004,1616693.8027961894,1203125.688964164,2030261.916628215,36684.86720381095,1,0.5116341997494687,0.5116341997494687
A_GRU_选用版本,每天余额收入支出,business_102_d1_s_abundant_t12,F-SHAPE-D1-S-12,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1474315.62,1473927.8387396813,1423070.5827081753,1524785.0947711873,387.7812603188213,1,0.06896838589227489,0.06896838589227489
A_GRU_选用版本,每天余额收入支出,business_102_d1_s_abundant_t12,F-SHAPE-D1-S-12,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1546321.588,1469917.4152804962,1153758.4020188798,1786076.4285421127,76404.17271950375,1,0.42874859029830215,0.42874859029830215
A_GRU_选用版本,每天余额收入支出,business_102_d1_s_abundant_t12,F-SHAPE-D1-S-12,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1605114.2156666666,1482271.2334190207,1104992.4098754944,1859550.056962547,122842.98224764597,1,0.5116341997494686,0.5116341997494686
A_GRU_选用版本,每天余额收入支出,business_102_d2_m_abundant_t07,F-SHAPE-D2-M-07,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,2975427.34,2975454.555513841,2872849.345024069,3078059.7660036134,27.21551384124905,1,0.06896838589227473,0.06896838589227473
A_GRU_选用版本,每天余额收入支出,business_102_d2_m_abundant_t07,F-SHAPE-D2-M-07,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,3196195.7759999996,2969794.491806759,2331939.353026746,3607649.630586772,226401.28419324057,1,0.428748590298302,0.428748590298302
A_GRU_选用版本,每天余额收入支出,business_102_d2_m_abundant_t07,F-SHAPE-D2-M-07,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,3345687.191666666,2973736.6358229145,2212571.4428161196,3734901.8288297094,371950.5558437514,1,0.5116341997494686,0.5116341997494686
A_GRU_选用版本,每天余额收入支出,business_102_d2_m_abundant_t08,F-SHAPE-D2-M-08,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,3357171.09,3349442.6594535606,3233867.860200157,3465017.4587069643,7728.430546439253,1,0.0689683858922749,0.0689683858922749
A_GRU_选用版本,每天余额收入支出,business_102_d2_m_abundant_t08,F-SHAPE-D2-M-08,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,3453373.424,3346051.2781390264,2627569.44602388,4064533.1102541727,107322.14586097375,1,0.4287485902983021,0.4287485902983021
A_GRU_选用版本,每天余额收入支出,business_102_d2_m_abundant_t08,F-SHAPE-D2-M-08,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,3503285.0460000006,3332300.863484093,2474922.2375788577,4189679.4893893283,170984.18251590757,1,0.5116341997494686,0.5116341997494686
A_GRU_选用版本,每天余额收入支出,business_102_d2_m_abundant_t09,F-SHAPE-D2-M-09,长期上升,2025-05-12,下一银行营业日的日末余额,2633887.16,2634118.797694676,2543291.324670882,2724946.27071847,231.63769467594102,1,0.068968385892275,0.068968385892275
A_GRU_选用版本,每天余额收入支出,business_102_d2_m_abundant_t09,F-SHAPE-D2-M-09,长期上升,2025-05-12,以后10个银行营业日的日均余额,2998768.198,2638679.6594062783,2074041.955978879,3203317.362833678,360088.5385937216,1,0.4287485902983022,0.4287485902983022
A_GRU_选用版本,每天余额收入支出,business_102_d2_m_abundant_t09,F-SHAPE-D2-M-09,长期上升,2025-05-12,以后30个银行营业日的日均余额,3185597.1709999996,2664803.68684763,1991010.3121791296,3338597.0615161303,520793.48415236967,1,0.5116341997494687,0.5116341997494687
A_GRU_选用版本,每天余额收入支出,business_102_d2_m_abundant_t10,F-SHAPE-D2-M-10,长期上升,2025-05-12,下一银行营业日的日末余额,3212454.67,3212072.439933164,3101293.533262164,3322851.346604164,382.2300668358803,1,0.06896838589227482,0.06896838589227482
